TITLE,COUNTRY,ID,SIZE,URL,GEO,BOOST
Zvishavane,Zimbabwe,7e0ijQyp,1,/visit/zvishavane/7e0ijQyp,"[30.054968, -20.313942]",True
Masvingo,Zimbabwe,cX8aA2t9,1,/visit/masvingo/cX8aA2t9,"[30.83841, -20.079191]",True
Gweru,Zimbabwe,uI2EDXf4,1,/visit/gweru/uI2EDXf4,"[29.81208, -19.46853]",True
Harare,Zimbabwe,DJvMUXEV,7,/visit/harare/DJvMUXEV,"[31.03351, -17.825165]",True
Bulawayo,Zimbabwe,TD8w3YvH,2,/visit/bulawayo/TD8w3YvH,"[28.626478, -20.132507]",True
Mutare,Zimbabwe,Nb1OmNhI,1,/visit/mutare/Nb1OmNhI,"[32.650352, -18.97577]",True
Mazabuka,Zambia,4YgdFytz,2,/visit/mazabuka/4YgdFytz,"[27.749065, -15.861252]",False
Isoka,Zambia,6OD1KVnz,1,/visit/isoka/6OD1KVnz,"[32.636223, -10.153509]",False
Mansa,Zambia,JkIh1LJg,1,/visit/mansa/JkIh1LJg,"[28.888807, -11.189205]",False
Livingstone,Zambia,mv7Vgwfn,1,/visit/livingstone/mv7Vgwfn,"[25.828516, -17.851978]",False
Monze,Zambia,62y7hh0F,1,/visit/monze/62y7hh0F,"[27.473257, -16.280321]",False
Ndola,Zambia,DhrGF5IT,1,/visit/ndola/DhrGF5IT,"[28.649815, -12.990641]",False
Chingola,Zambia,Pqp3H431,1,/visit/chingola/Pqp3H431,"[27.854588, -12.541955]",False
Kitwe,Zambia,6VZ8qXoe,1,/visit/kitwe/6VZ8qXoe,"[28.217575, -12.8231945]",False
Kazungula,Zambia,ua8ne8nf,1,/visit/kazungula/ua8ne8nf,"[25.277832, -17.78061]",False
Chipata,Zambia,IUbjA7CL,5,/visit/chipata/IUbjA7CL,"[32.6447, -13.64451]",False
Mufulira,Zambia,IFI79yLM,2,/visit/mufulira/IFI79yLM,"[28.240967, -12.55027]",False
Lusaka,Zambia,XtKuKJai,19,/visit/lusaka/XtKuKJai,"[28.322817, -15.387526]",False
Kabwe,Zambia,FF9PXyio,1,/visit/kabwe/FF9PXyio,"[28.451357, -14.428506]",False
Choma,Zambia,eUrdF1AQ,1,/visit/choma/eUrdF1AQ,"[26.997015, -16.805422]",False
Kalomo,Zambia,PmoO8BCQ,1,/visit/kalomo/PmoO8BCQ,"[26.478397, -17.029905]",False
Aden,Yemen,CCW2kt1z,3,/visit/aden/CCW2kt1z,"[45.018654, 12.785497]",False
Ataq,Yemen,jgmoK9RV,1,/visit/ataq/jgmoK9RV,"[46.830128, 14.529565]",False
Al Ghaydah,Yemen,nQpIRu3N,1,/visit/al-ghaydah/nQpIRu3N,"[52.180614, 16.206049]",False
Tarim,Yemen,zYpFLbzj,1,/visit/tarim/zYpFLbzj,"[49.005985, 16.056711]",False
Seiyun,Yemen,f2fOUvXT,1,/visit/seiyun/f2fOUvXT,"[48.809566, 15.949543]",False
Sana'a,Yemen,2JoBHDl1,8,/visit/sana-a/2JoBHDl1,"[44.191006, 15.369445]",False
Marib,Yemen,bGfvZiKD,1,/visit/marib/bGfvZiKD,"[45.322857, 15.470031]",False
Matā'utu,Wallis and Futuna,7LaMPi2E,1,/visit/mata-utu/7LaMPi2E,"[-176.17645, -13.282509]",True
Hanoi,Vietnam,ylzzcPtE,1,/visit/hanoi/ylzzcPtE,"[105.83416, 21.027765]",True
San Felipe,Venezuela,4IdJwZrS,3,/visit/san-felipe/4IdJwZrS,"[-68.74531, 10.340192]",False
Maturin,Venezuela,KpTNUrpM,7,/visit/maturin/KpTNUrpM,"[-63.191433, 9.733391]",False
Carrizal Municipality,Venezuela,MeZWNGbL,1,/visit/carrizal-municipality/MeZWNGbL,"[-66.99284, 10.3618355]",False
El Manglillo,Venezuela,O3bhEmtZ,1,/visit/el-manglillo/O3bhEmtZ,"[-64.31497, 10.9597645]",False
El Vigía,Venezuela,EtQpF7sa,1,/visit/el-vigia/EtQpF7sa,"[-71.65547, 8.614427]",False
Guacara,Venezuela,71FM-d8E,1,/visit/guacara/71FM-d8E,"[-67.892746, 10.2647]",False
San Antonio de Los Altos,Venezuela,huhHRUYc,1,/visit/san-antonio-de-los-altos/huhHRUYc,"[-66.96084, 10.374151]",False
Trujillo,Venezuela,bWHrp6v3,1,/visit/trujillo/bWHrp6v3,"[-70.43724, 9.35645]",False
Turmero,Venezuela,n2KFHmPe,1,/visit/turmero/n2KFHmPe,"[-67.48741, 10.214562]",False
Guatire,Venezuela,UZS5wjzs,1,/visit/guatire/UZS5wjzs,"[-66.558105, 10.459746]",False
San Juan de Los Morros,Venezuela,WvS6x9sA,3,/visit/san-juan-de-los-morros/WvS6x9sA,"[-67.36146, 9.91267]",False
Los Teques,Venezuela,hWQDdS7U,2,/visit/los-teques/hWQDdS7U,"[-67.034546, 10.349223]",False
Charallave,Venezuela,hKjwumJD,3,/visit/charallave/hKjwumJD,"[-66.86776, 10.211001]",False
Araure,Venezuela,4UNP_C22,1,/visit/araure/4UNP_C22,"[-69.22022, 9.581777]",False
El Pilar,Venezuela,ZhG27ZOV,1,/visit/el-pilar/ZhG27ZOV,"[-63.15535, 10.548449]",False
Ospino,Venezuela,msCSRZRi,1,/visit/ospino/msCSRZRi,"[-69.457596, 9.296632]",False
Cúa,Venezuela,E8s3T-oY,1,/visit/cua/E8s3T-oY,"[-66.89158, 10.170917]",False
Quíbor,Venezuela,6rqbLnwV,2,/visit/quibor/6rqbLnwV,"[-69.6155, 9.931293]",False
El Nula,Venezuela,ibR2ne8c,1,/visit/el-nula/ibR2ne8c,"[-71.91939, 7.2732334]",False
San Juan de Colon,Venezuela,1IPBxQ0D,1,/visit/san-juan-de-colon/1IPBxQ0D,"[-72.25414, 8.038898]",False
Porlamar,Venezuela,P3kf9SNv,3,/visit/porlamar/P3kf9SNv,"[-63.8512, 10.964157]",False
Valera,Venezuela,H0lO1saU,2,/visit/valera/H0lO1saU,"[-70.6033, 9.319111]",False
Maracaibo,Venezuela,KLfgixVC,6,/visit/maracaibo/KLfgixVC,"[-71.7148, 10.654451]",False
Maracay,Venezuela,TXl9jBkb,7,/visit/maracay/TXl9jBkb,"[-67.60661, 10.244193]",False
La Victoria,Venezuela,iuP3Dz6z,1,/visit/la-victoria/iuP3Dz6z,"[-67.3265, 10.218625]",False
El Tigre,Venezuela,YQ0luuif,4,/visit/el-tigre/YQ0luuif,"[-64.23297, 8.882]",False
Coro,Venezuela,I6AJTHN1,2,/visit/coro/I6AJTHN1,"[-69.68103, 11.394604]",False
Guasdualito,Venezuela,33EkyeoN,2,/visit/guasdualito/33EkyeoN,"[-70.70495, 7.2397804]",False
Machiques,Venezuela,VqBgDcBY,1,/visit/machiques/VqBgDcBY,"[-72.55006, 10.060533]",False
Moron,Venezuela,ezB5qQyi,1,/visit/moron/ezB5qQyi,"[-68.1968, 10.492341]",False
Cabimas,Venezuela,bhWXvqAI,1,/visit/cabimas/bhWXvqAI,"[-71.469284, 10.389586]",False
Altagracia de Orituco,Venezuela,wdJFZLY7,1,/visit/altagracia-de-orituco/wdJFZLY7,"[-66.37358, 9.856325]",False
San Fernando de Apure,Venezuela,RWnzrZaw,1,/visit/san-fernando-de-apure/RWnzrZaw,"[-67.46953, 7.8806887]",False
Palmira,Venezuela,I4MYnCiD,1,/visit/palmira/I4MYnCiD,"[-72.22453, 7.8651185]",False
La Villa del Rosario,Venezuela,o1EIcyIk,1,/visit/la-villa-del-rosario/o1EIcyIk,"[-72.324745, 10.314439]",False
La Grita,Venezuela,MzrJBahR,1,/visit/la-grita/MzrJBahR,"[-71.97866, 8.133812]",False
Caroni,Venezuela,4B9Wb4mF,1,/visit/caroni/4B9Wb4mF,"[-62.767662, 8.275092]",False
Aragua,Venezuela,6H1IYqpI,1,/visit/aragua/6H1IYqpI,"[-67.28479, 10.063576]",False
Valencia,Venezuela,HsGGfjBJ,21,/visit/valencia/HsGGfjBJ,"[-67.99721, 10.157931]",False
Mérida,Venezuela,30UtRb2i,6,/visit/merida/30UtRb2i,"[-71.1805, 8.569824]",False
Punto Fijo,Venezuela,5LwmvnH2,2,/visit/punto-fijo/5LwmvnH2,"[-70.181305, 11.711511]",False
Acarigua,Venezuela,OhDNApPZ,2,/visit/acarigua/OhDNApPZ,"[-69.18047, 9.5503645]",False
Cagua,Venezuela,36KtnAIb,1,/visit/cagua/36KtnAIb,"[-67.45761, 10.1756525]",False
Ocumare del Tuy,Venezuela,p5zuiGm4,1,/visit/ocumare-del-tuy/p5zuiGm4,"[-66.78438, 10.0898]",False
El Tocuyo,Venezuela,joXMMZhd,1,/visit/el-tocuyo/joXMMZhd,"[-69.79422, 9.783592]",False
Caracas,Venezuela,JcETiRso,63,/visit/caracas/JcETiRso,"[-66.9036, 10.480594]",False
Barquisimeto,Venezuela,RRLt4q1b,14,/visit/barquisimeto/RRLt4q1b,"[-69.34735, 10.067772]",False
Guayana City,Venezuela,SFjLeTy6,11,/visit/guayana-city/SFjLeTy6,"[-62.64968, 8.366312]",False
San Cristobal,Venezuela,C9dNmHQW,9,/visit/san-cristobal/C9dNmHQW,"[-72.22614, 7.771357]",False
Puerto La Cruz,Venezuela,DEO4J1Rb,5,/visit/puerto-la-cruz/DEO4J1Rb,"[-64.63346, 10.200798]",False
Ciudad Bolívar,Venezuela,8em6LlGT,4,/visit/ciudad-bolivar/8em6LlGT,"[-63.553555, 8.088279]",False
Barinas,Venezuela,D9jW8427,4,/visit/barinas/D9jW8427,"[-70.23711, 8.62315]",False
Puerto Cabello,Venezuela,TT7WyGHS,3,/visit/puerto-cabello/TT7WyGHS,"[-68.02987, 10.469769]",False
Santa Bárbara,Venezuela,568O72X3,2,/visit/santa-barbara/568O72X3,"[-71.175156, 7.814007]",False
Puerto Píritu,Venezuela,LlbMPo4I,2,/visit/puerto-piritu/LlbMPo4I,"[-65.03941, 10.056695]",False
La Guaira,Venezuela,gWH7KMss,2,/visit/la-guaira/gWH7KMss,"[-66.921364, 10.587508]",False
Carupano,Venezuela,eYp52aGe,1,/visit/carupano/eYp52aGe,"[-63.25625, 10.642981]",False
La Mesa de Esnujaque,Venezuela,DUMZjuFg,1,/visit/la-mesa-de-esnujaque/DUMZjuFg,"[-70.706436, 9.045739]",False
Barcelona,Venezuela,049Ml0S9,1,/visit/barcelona/049Ml0S9,"[-64.67768, 10.144569]",False
Vargas,Venezuela,jTNbxS2a,1,/visit/vargas/jTNbxS2a,"[-66.73673, 10.589002]",False
San Carlos,Venezuela,ZXXKuCTc,4,/visit/san-carlos/ZXXKuCTc,"[-68.58129, 9.659895]",False
Tinaquillo,Venezuela,Tevo_SQw,1,/visit/tinaquillo/Tevo_SQw,"[-68.30764, 9.912883]",False
Pampán,Venezuela,pwUoXn1b,1,/visit/pampan/pwUoXn1b,"[-70.47592, 9.451156]",False
Anaco,Venezuela,rPFYORAd,1,/visit/anaco/rPFYORAd,"[-64.46742, 9.42923]",False
Vatican City,Vatican City,szknbxME,7,/visit/vatican-city/szknbxME,"[12.453172, 41.903423]",True
Port Vila,Vanuatu,k4AaqZ3n,4,/visit/port-vila/k4AaqZ3n,"[168.32733, -17.733252]",True
Samarkand,Uzbekistan,PD0go_Ta,3,/visit/samarkand/PD0go_Ta,"[66.974976, 39.62701]",True
Tashkent,Uzbekistan,X1rYphOD,7,/visit/tashkent/X1rYphOD,"[69.240074, 41.299496]",True
Castillos,Uruguay,xzzRVvB6,2,/visit/castillos/xzzRVvB6,"[-53.861755, -34.197914]",False
Toledo,Uruguay,BuvQroPX,1,/visit/toledo/BuvQroPX,"[-56.086334, -34.74068]",False
Artigas,Uruguay,xIKG0qZJ,5,/visit/artigas/xIKG0qZJ,"[-56.477592, -30.406818]",False
Paysandú,Uruguay,sHg8OFid,10,/visit/paysandu/sHg8OFid,"[-58.07577, -32.31129]",False
Young,Uruguay,QKFLnEDW,4,/visit/young/QKFLnEDW,"[-57.638237, -32.702194]",False
Treinta y Tres,Uruguay,vx2LEoMF,4,/visit/treinta-y-tres/vx2LEoMF,"[-54.357647, -33.229046]",False
Minas,Uruguay,wBC2mrQL,4,/visit/minas/wBC2mrQL,"[-55.232807, -34.372044]",False
Ciudad de la Costa,Uruguay,BZTftHuc,1,/visit/ciudad-de-la-costa/BZTftHuc,"[-55.968426, -34.827435]",False
Casupa,Uruguay,02sIlq-8,1,/visit/casupa/02sIlq-8,"[-55.65231, -34.103523]",False
Durazno,Uruguay,3ubmON9Q,3,/visit/durazno/3ubmON9Q,"[-56.52755, -33.382298]",False
La Paloma,Uruguay,IBqYqucL,3,/visit/la-paloma/IBqYqucL,"[-54.183006, -34.655914]",False
Dolores,Uruguay,5JdD7XK6,2,/visit/dolores/5JdD7XK6,"[-58.217773, -33.53391]",False
Atlántida,Uruguay,NcARx1S-,2,/visit/atlantida/NcARx1S-,"[-55.763687, -34.769485]",False
José Pedro Varela,Uruguay,wz9kxYts,2,/visit/jose-pedro-varela/wz9kxYts,"[-54.538242, -33.450024]",False
Vergara,Uruguay,emH0UOfT,2,/visit/vergara/emH0UOfT,"[-53.937843, -32.94819]",False
Trinidad,Uruguay,nNvH6Xlc,2,/visit/trinidad/nNvH6Xlc,"[-56.90422, -33.52014]",False
Aceguá,Uruguay,pYbP0HG3,1,/visit/acegu/pYbP0HG3,"[-54.162197, -31.871147]",False
Mercedes,Uruguay,4Aovggci,5,/visit/mercedes/4Aovggci,"[-58.018566, -33.260445]",False
Bella Union,Uruguay,0wOhAkk2,3,/visit/bella-union/0wOhAkk2,"[-57.59292, -30.26093]",False
Melo,Uruguay,Hkw1GxxA,5,/visit/melo/Hkw1GxxA,"[-54.16655, -32.36486]",False
Tacuarembó,Uruguay,o1ow8bzJ,12,/visit/tacuarembo/o1ow8bzJ,"[-55.98599, -31.720684]",False
Punta del Diablo,Uruguay,hAuMHtgz,1,/visit/punta-del-diablo/hAuMHtgz,"[-53.547333, -34.04234]",False
Aiguá,Uruguay,UYvDMqFo,1,/visit/aigu/UYvDMqFo,"[-54.76043, -34.20438]",False
Ciudad del Plata,Uruguay,mVCNlq2t,1,/visit/ciudad-del-plata/mVCNlq2t,"[-56.4216, -34.747593]",False
Colonia del Sacramento,Uruguay,UzrJQMx-,1,/visit/colonia-del-sacramento/UzrJQMx-,"[-57.833908, -34.46072]",False
Costa Azul,Uruguay,P60sCBUr,1,/visit/costa-azul/P60sCBUr,"[-55.660637, -34.759434]",False
Florida,Uruguay,kGnlkMUn,1,/visit/florida/kGnlkMUn,"[-56.220303, -34.094852]",False
Fray Marcos,Uruguay,X4dwQr8u,1,/visit/fray-marcos/X4dwQr8u,"[-55.74117, -34.200417]",False
General Enrique Martínez,Uruguay,dgf-7jQW,1,/visit/general-enrique-martinez/dgf-7jQW,"[-53.804737, -33.204464]",False
Juan Lacaze,Uruguay,PoxoT9lp,1,/visit/juan-lacaze/PoxoT9lp,"[-57.448586, -34.42132]",False
La Paz,Uruguay,oF5m4eCu,1,/visit/la-paz/oF5m4eCu,"[-56.233845, -34.748608]",False
Margat,Uruguay,ZpklP7aE,1,/visit/margat/ZpklP7aE,"[-56.344395, -34.481407]",False
Minas de Corrales,Uruguay,U6Ds0A8V,1,/visit/minas-de-corrales/U6Ds0A8V,"[-55.472088, -31.57181]",False
Pando,Uruguay,jhM616m8,1,/visit/pando/jhM616m8,"[-55.963703, -34.711777]",False
Río Branco,Uruguay,eq8UVRd-,1,/visit/rio-branco/eq8UVRd-,"[-53.374413, -32.593105]",False
Salinas,Uruguay,XRTHpniO,1,/visit/salinas/XRTHpniO,"[-55.841244, -34.77068]",False
San Ramon,Uruguay,tk9NtD8d,1,/visit/san-ramon/tk9NtD8d,"[-55.952778, -34.296455]",False
Santa Clara de Olimar,Uruguay,nZHN2vr-,1,/visit/santa-clara-de-olimar/nZHN2vr-,"[-54.944664, -32.922478]",False
Santa Lucia,Uruguay,vLeiQrTG,1,/visit/santa-lucia/vLeiQrTG,"[-56.38802, -34.45225]",False
Santa Maria de Rocha,Uruguay,4Mx7CRZj,1,/visit/santa-maria-de-rocha/4Mx7CRZj,"[-54.21027, -34.659325]",False
San Gregorio de Polanco,Uruguay,ijSrPkSm,1,/visit/san-gregorio-de-polanco/ijSrPkSm,"[-55.830116, -32.614956]",False
Salto,Uruguay,GRyLcwCZ,16,/visit/salto/GRyLcwCZ,"[-57.96008, -31.385498]",False
Rocha,Uruguay,5AsUt1ta,6,/visit/rocha/5AsUt1ta,"[-54.330746, -34.480976]",False
Chuy,Uruguay,0N3qEo6y,3,/visit/chuy/0N3qEo6y,"[-53.45528, -33.692753]",False
Fray Bentos,Uruguay,sqCRUokd,4,/visit/fray-bentos/sqCRUokd,"[-58.297554, -33.122807]",False
Maldonado,Uruguay,LugVMgxN,3,/visit/maldonado/LugVMgxN,"[-54.950172, -34.905407]",False
Montevideo,Uruguay,uyFK61aS,71,/visit/montevideo/uyFK61aS,"[-56.16453, -34.90111]",False
Las Piedras,Uruguay,PdboXrkP,3,/visit/las-piedras/PdboXrkP,"[-56.21471, -34.707546]",False
Punta del Este,Uruguay,GIlFWJ8g,6,/visit/punta-del-este/GIlFWJ8g,"[-54.92815, -34.93688]",False
Rivera,Uruguay,aLDAvFGb,11,/visit/rivera/aLDAvFGb,"[-55.5469, -30.917862]",False
San Carlos,Uruguay,8uZB919P,2,/visit/san-carlos/8uZB919P,"[-54.92759, -34.797268]",False
Pirarajá,Uruguay,F3RKDjHr,1,/visit/piraraj/F3RKDjHr,"[-54.76043, -33.740555]",False
San José de Mayo,Uruguay,YLOat2pp,6,/visit/san-jose-de-mayo/YLOat2pp,"[-56.707516, -34.348602]",False
Piriápolis,Uruguay,GQ9w7Apa,1,/visit/piriapolis/GQ9w7Apa,"[-55.27163, -34.864365]",False
Sarandi Del Yi,Uruguay,j7FuXSDT,1,/visit/sarandi-del-yi/j7FuXSDT,"[-55.630108, -33.337532]",False
Los Angeles CA,United States,qRhxzkLk,95,/visit/los-angeles-ca/qRhxzkLk,"[-118.24368, 34.052235]",False
Tampa FL,United States,MuvZwuK6,26,/visit/tampa-fl/MuvZwuK6,"[-82.45718, 27.950575]",False
Sherman TX,United States,SoXVECGw,1,/visit/sherman-tx/SoXVECGw,"[-96.60888, 33.635662]",False
Lantana FL,United States,lRsatSm3,1,/visit/lantana-fl/lRsatSm3,"[-80.05199, 26.586737]",False
Mayhew MS,United States,22T4_GhO,1,/visit/mayhew-ms/22T4_GhO,"[-88.63449, 33.484844]",False
Grand Canyon Village AZ,United States,CCEsMKND,1,/visit/grand-canyon-village-az/CCEsMKND,"[-112.140114, 36.054443]",False
Vacaville CA,United States,cu0oarEh,1,/visit/vacaville-ca/cu0oarEh,"[-121.98775, 38.35658]",False
Worcester MA,United States,zUUF6lpA,12,/visit/worcester-ma/zUUF6lpA,"[-71.80229, 42.262592]",False
Dallas TX,United States,af62r2MU,33,/visit/dallas-tx/af62r2MU,"[-96.79699, 32.776665]",False
Evansville IN,United States,Syc9FKhR,9,/visit/evansville-in/Syc9FKhR,"[-87.57109, 37.971558]",False
Lincroft NJ,United States,Nwc0e1x6,2,/visit/lincroft-nj/Nwc0e1x6,"[-74.12097, 40.330666]",False
Elizabethtown PA,United States,cYI8VAbs,2,/visit/elizabethtown-pa/cYI8VAbs,"[-76.602745, 40.15287]",False
Englewood FL,United States,gfpCWLdc,2,/visit/englewood-fl/gfpCWLdc,"[-82.35259, 26.962006]",False
Baltimore MD,United States,CHdqneKj,23,/visit/baltimore-md/CHdqneKj,"[-76.61219, 39.290386]",False
Cleveland OH,United States,3Q8zFu4o,22,/visit/cleveland-oh/3Q8zFu4o,"[-81.69436, 41.49932]",False
Lake Charles LA,United States,Bxmd1C9z,6,/visit/lake-charles-la/Bxmd1C9z,"[-93.21738, 30.226595]",False
Carmel-by-the-Sea CA,United States,GIy2DEJP,2,/visit/carmel-by-the-sea-ca/GIy2DEJP,"[-121.92329, 36.555237]",False
Anderson SC,United States,RSbwivzC,2,/visit/anderson-sc/RSbwivzC,"[-82.65013, 34.50344]",False
Des Moines IA,United States,STGhEqeE,20,/visit/des-moines-ia/STGhEqeE,"[-93.60911, 41.600544]",False
Kerrville TX,United States,MURSS8gl,5,/visit/kerrville-tx/MURSS8gl,"[-99.14032, 30.047434]",False
Geneva NY,United States,myWR2L9A,4,/visit/geneva-ny/myWR2L9A,"[-76.98556, 42.867985]",False
Logan UT,United States,LfhAEJhc,4,/visit/logan-ut/LfhAEJhc,"[-111.83384, 41.73698]",False
Oklahoma City OK,United States,YSKSYgpY,17,/visit/oklahoma-city-ok/YSKSYgpY,"[-97.516426, 35.46756]",False
Akron OH,United States,x0vbTU61,4,/visit/akron-oh/x0vbTU61,"[-81.519005, 41.081444]",False
Kent OH,United States,zqoBAj7v,5,/visit/kent-oh/zqoBAj7v,"[-81.35789, 41.153667]",False
La Crosse WI,United States,DSYDd1R5,5,/visit/la-crosse-wi/DSYDd1R5,"[-91.23958, 43.801357]",False
Arlington TX,United States,vsGtrUgn,4,/visit/arlington-tx/vsGtrUgn,"[-97.10806, 32.735687]",False
Landover MD,United States,koDIqhCL,4,/visit/landover-md/koDIqhCL,"[-76.89664, 38.934002]",False
Peru IL,United States,KlYtDvne,3,/visit/peru-il/KlYtDvne,"[-89.128975, 41.327534]",False
Kent WA,United States,U36lsUAY,3,/visit/kent-wa/U36lsUAY,"[-122.23484, 47.38093]",False
Saint Paul MN,United States,Uu7EtsJT,13,/visit/saint-paul-mn/Uu7EtsJT,"[-93.08996, 44.9537]",False
Albuquerque NM,United States,XL9NeYpB,13,/visit/albuquerque-nm/XL9NeYpB,"[-106.60555, 35.085335]",False
Eugene OR,United States,xCy4sEmm,11,/visit/eugene-or/xCy4sEmm,"[-123.086754, 44.05207]",False
Northampton MA,United States,AMxAnOAv,4,/visit/northampton-ma/AMxAnOAv,"[-72.641205, 42.32509]",False
Mobile AL,United States,AfFNczGN,11,/visit/mobile-al/AfFNczGN,"[-88.039894, 30.695366]",False
Syracuse NY,United States,R8One3FR,12,/visit/syracuse-ny/R8One3FR,"[-76.14742, 43.048122]",False
Fort Collins CO,United States,szfe47nj,11,/visit/fort-collins-co/szfe47nj,"[-105.08442, 40.58526]",False
Ames IA,United States,DW0ApJ38,3,/visit/ames-ia/DW0ApJ38,"[-93.63191, 42.03078]",False
Spokane WA,United States,6x6u7n8r,12,/visit/spokane-wa/6x6u7n8r,"[-117.42605, 47.65878]",False
Minneapolis MN,United States,zBHMVgSj,11,/visit/minneapolis-mn/zBHMVgSj,"[-93.26501, 44.977753]",False
Edinboro PA,United States,AoHWiyoS,2,/visit/edinboro-pa/AoHWiyoS,"[-80.13172, 41.87422]",False
Lafayette IN,United States,qt1JG5zW,9,/visit/lafayette-in/qt1JG5zW,"[-86.87861, 40.41722]",False
New Britain CT,United States,rHsUYePn,3,/visit/new-britain-ct/rHsUYePn,"[-72.77954, 41.66121]",False
Woodbridge VA,United States,0PBC9GhO,2,/visit/woodbridge-va/0PBC9GhO,"[-77.2497, 38.658173]",False
Savannah GA,United States,8rtxWLhh,9,/visit/savannah-ga/8rtxWLhh,"[-81.09983, 32.08354]",False
West Hollywood CA,United States,HNHt7IL4,2,/visit/west-hollywood-ca/HNHt7IL4,"[-118.36175, 34.090008]",False
Buffalo NY,United States,JgcswzYU,12,/visit/buffalo-ny/JgcswzYU,"[-78.87837, 42.886448]",False
Walla Walla WA,United States,-23R69nG,2,/visit/walla-walla-wa/-23R69nG,"[-118.34302, 46.06458]",False
Hollidaysburg PA,United States,AYZPesDo,3,/visit/hollidaysburg-pa/AYZPesDo,"[-78.39222, 40.431667]",False
Asheville NC,United States,XMCVYk5C,8,/visit/asheville-nc/XMCVYk5C,"[-82.55148, 35.59506]",False
Uniontown PA,United States,UGSyABUg,2,/visit/uniontown-pa/UGSyABUg,"[-79.71643, 39.900078]",False
Monterey CA,United States,5QRthEKJ,2,/visit/monterey-ca/5QRthEKJ,"[-121.89468, 36.60024]",False
Waltham MA,United States,BKNrvvfg,2,/visit/waltham-ma/BKNrvvfg,"[-71.23561, 42.376484]",False
Starkville MS,United States,bYvkQHxU,2,/visit/starkville-ms/bYvkQHxU,"[-88.81839, 33.4504]",False
Moraga CA,United States,kcfH4DpS,2,/visit/moraga-ca/kcfH4DpS,"[-122.129684, 37.834927]",False
Milton FL,United States,fhAIa_tG,2,/visit/milton-fl/fhAIa_tG,"[-87.03969, 30.632416]",False
Murfreesboro TN,United States,TtUHwQn2,2,/visit/murfreesboro-tn/TtUHwQn2,"[-86.39027, 35.845623]",False
Mechanicsburg PA,United States,q3EpvioM,2,/visit/mechanicsburg-pa/q3EpvioM,"[-77.00803, 40.21327]",False
Auburn Hills MI,United States,BwlPCJN8,2,/visit/auburn-hills-mi/BwlPCJN8,"[-83.2341, 42.68753]",False
Charleston SC,United States,pG8N3KFd,3,/visit/charleston-sc/pG8N3KFd,"[-79.93105, 32.776474]",False
Erie PA,United States,dricMfkW,9,/visit/erie-pa/dricMfkW,"[-80.08506, 42.129223]",False
Decatur GA,United States,hNycOmMh,3,/visit/decatur-ga/hNycOmMh,"[-84.29631, 33.774826]",False
Columbia MO,United States,7omBD2e7,9,/visit/columbia-mo/7omBD2e7,"[-92.334076, 38.951706]",False
Destin FL,United States,hJqpjYqT,9,/visit/destin-fl/hJqpjYqT,"[-86.49578, 30.393534]",False
Lubbock TX,United States,EBarPBO9,6,/visit/lubbock-tx/EBarPBO9,"[-101.85516, 33.57786]",False
Fayetteville NC,United States,FWr3fXCR,8,/visit/fayetteville-nc/FWr3fXCR,"[-78.87836, 35.052666]",False
Rockford IL,United States,SNXTIi78,8,/visit/rockford-il/SNXTIi78,"[-89.093994, 42.27113]",False
Torrington CT,United States,10v91w7-,2,/visit/torrington-ct/10v91w7-,"[-73.12117, 41.800304]",False
Munster IN,United States,9ukLCeap,2,/visit/munster-in/9ukLCeap,"[-87.51254, 41.56448]",False
Midlothian VA,United States,5wAnIzCI,2,/visit/midlothian-va/5wAnIzCI,"[-77.649, 37.506107]",False
Cartersville GA,United States,LCecbkXH,2,/visit/cartersville-ga/LCecbkXH,"[-84.79829, 34.16487]",False
Paradise CA,United States,Uf2ytSxG,6,/visit/paradise-ca/Uf2ytSxG,"[-121.62192, 39.759605]",False
North Miami Beach FL,United States,BzlW9M4E,2,/visit/north-miami-beach-fl/BzlW9M4E,"[-80.162544, 25.93315]",False
Ridge NY,United States,b1I2VEaJ,2,/visit/ridge-ny/b1I2VEaJ,"[-72.895935, 40.893986]",False
Billings MT,United States,fSok80Ns,8,/visit/billings-mt/fSok80Ns,"[-108.50069, 45.783287]",False
Santa Rosa CA,United States,A6ajr976,7,/visit/santa-rosa-ca/A6ajr976,"[-122.71406, 38.44043]",False
Chatsworth CA,United States,0kzMEcTk,7,/visit/chatsworth-ca/0kzMEcTk,"[-118.61481, 34.250637]",False
Charlottesville VA,United States,Dc8xYjp4,7,/visit/charlottesville-va/Dc8xYjp4,"[-78.47668, 38.029305]",False
Green Bay WI,United States,kucStQEB,7,/visit/green-bay-wi/kucStQEB,"[-88.01983, 44.519157]",False
Columbia SC,United States,E2hKF4O0,7,/visit/columbia-sc/E2hKF4O0,"[-81.03481, 34.00071]",False
Klamath Falls OR,United States,sBlfwMQt,7,/visit/klamath-falls-or/sBlfwMQt,"[-121.78167, 42.22487]",False
North Charleston SC,United States,Y7RHM9Ac,3,/visit/north-charleston-sc/Y7RHM9Ac,"[-79.97481, 32.854618]",False
Atlantic City NJ,United States,ANOo1Kyp,2,/visit/atlantic-city-nj/ANOo1Kyp,"[-74.42293, 39.364285]",False
Elizabeth NJ,United States,yNN0Udas,3,/visit/elizabeth-nj/yNN0Udas,"[-74.2107, 40.66399]",False
